brand,gender,itemName,itemName_fully_derived,model_id,product_domain,collection,model_family,subCategory,fabric,construction,seamless,scrunchFlag,invisibleFlag,neckline,strap_configuration,support_level,rise,length,variant,usage_category,usage_subtype,categoryName,subCategoryParent,ageGroup,sizeType,fitStyle,activityTags,price,salePrice,description,featured,images,thumbnails_json,external_item_id,campaign_or_series,altText,ariaText,videoAltText,videos,images2,CropAllowed,db_itemId,assignment_source,_images_helper_normalize
Stax,Female,Airlyte: Active Zipper Jacket,Yes,stax_female_long_sleeve_active,Apparel,,NULL,Long_Sleeve,,,,,,,,,,,Active,,,Tops,Tops,Adults,Both,Regular Fit,"training,studio",110,93.5,"Sleek, sculpted, and ready to move—the Stax AirLyté Active Zip Jacket delivers contouring support with a polished edge. Made from lightweight, second-skin AirLyté fabric, it hugs your shape while giving you the freedom to flow from workout to wind-down. The full-length zip front, thumbhole cuffs, and curved panel seams strike a confident balance between function and feminine style. Wear it zipped to the top or layered open—your pace, your look.",,images/brands/stax/women/airlyte/active_zip_Jacket/,images/brands/stax/women/airlyte/active_zip_Jacket/01.png;images/brands/stax/women/airlyte/active_zip_Jacket/02.png;images/brands/stax/women/airlyte/active_zip_Jacket/03.png;images/brands/stax/women/airlyte/active_zip_Jacket/04.png;images/brands/stax/women/airlyte/active_zip_Jacket/05.png;images/brands/stax/women/airlyte/active_zip_Jacket/06.png;images/brands/stax/women/airlyte/active_zip_Jacket/07.png,stax-airlyte-active-zipper-jacket,stax_airlyte,"Model wearing the Stax AirLyté Active Zip Jacket in light pink, shown zipped up and open, styled with matching shorts or leggings in various poses.","Image series of the Stax AirLyté Active Zip Jacket in pink, shown on multiple models in open and zipped positions, styled with matching activewear.",,,,Yes,35,custom,
Stax,Female,AirLyte: Backless Playsuit,Yes,stax_female_one_piece_backless playsuit,Apparel,,NULL,One_Piece,,,,,,,,,,,Backless Playsuit,,,Set,Set,Adults,Both,Compression,"studio,athleisure",70,59.5,"Sleek, sculpting, and made to move—this backless playsuit hugs you in all the right places. With a deep V neckline, thin adjustable straps, and a compressive stretch feel, it’s built for flexibility whether you’re training, stretching, or just stepping out. The soft beige trim adds just enough contrast to keep it effortlessly elevated.",,images/brands/stax/women/airlyte/backless_playsuit/,images/brands/stax/women/airlyte/backless_playsuit/01.png;images/brands/stax/women/airlyte/backless_playsuit/02.png;images/brands/stax/women/airlyte/backless_playsuit/03.png;images/brands/stax/women/airlyte/backless_playsuit/04.png;images/brands/stax/women/airlyte/backless_playsuit/05.png;images/brands/stax/women/airlyte/backless_playsuit/06.png;images/brands/stax/women/airlyte/backless_playsuit/07.png,stax-airlyte-backless-playsuit,stax_airlyte,"A women's sleeveless chocolate brown playsuit from the Stax AirLyté collection, featuring a deep V neckline, fitted body, and criss-cross back straps with beige trim.","Stax AirLyté Backless Playsuit shown in chocolate brown on slim and plus-size models. The form-fitting design includes a V neckline with beige trim, adjustable thin straps crossing at the back, and mid-thigh leg length. Designed for comfort, stretch, and active movement.",,,,Yes,36,custom,
Stax,Female,AirLyte: Full-Length Tights,Yes,stax_female_leggings_lyte: full; length,Apparel,,NULL,Leggings,,,,,,,,,,,Lyte: Full; Length,,,Pants,Pants,Adults,Both,Compression,"training,studio",80,68,"The Stax AirLyté Full-Length Tights are engineered for comfort, stretch, and smooth support. Designed in a vibrant candy pink shade, they feature a high-rise waistband that flatters every figure and stays put through any workout. Whether you're deep in your yoga flow or on a weekend errand run, these tights move with you—never against you. The AirLyté fabric is buttery soft, ultra-breathable, and moisture-wicking, making them your new go-to for training or lounging.",,images/brands/stax/women/airlyte/full-length_tights/,images/brands/stax/women/airlyte/full-length_tights/01.png;images/brands/stax/women/airlyte/full-length_tights/02.png,stax-airlyte-full-length-tights,stax_airlyte,"Two women wear the Stax AirLyté Full-Length Tights in pastel pink—one slim facing the front with white sneakers, the other plus-sized and turned away showing the high waist and sculpted back view.","Model one wearing Stax AirLyté Full-Length Tights in candy pink, shown from the front to highlight the high-rise waistband and snug fit; model two shown from the back, revealing the smooth seam lines and stretch-enhanced silhouette.",,,,Yes,37,custom,
Stax,Female,AirLyte: Mini Biker Shorts,Yes,stax_female_shorts_lyte: mini; biker,Apparel,,NULL,Shorts,,,,,,,,,,,Lyte: Mini; Biker,,,Pants,Pants,Adults,Both,Compression,"training,studio",60,51,"Cut for comfort and confidence, the Stax AirLyté Mini Biker Shorts are your warm-weather go-to for effortless movement. Designed in a soft pastel pink, these high-waisted shorts sculpt and support with second-skin smoothness, hugging your body without digging in. The wide waistband flatters the midsection, while the short inseam gives you breathable flexibility—ideal for high-intensity workouts, casual styling, or layering under oversized fits. Crafted from Stax’s signature AirLyté fabric, the fit feels weightless yet secure, stretchable but strong.",,images/brands/stax/women/airlyte/mini_biker_shorts/,images/brands/stax/women/airlyte/mini_biker_shorts/01.png;images/brands/stax/women/airlyte/mini_biker_shorts/02.png,stax-airlyte-mini-biker-shorts,stax_airlyte,"Two women wear the Stax AirLyté Mini Biker Shorts in pastel pink—one slim and standing with legs crossed in white sneakers, the other plus-sized in a confident front-facing pose with matching top.","Product images of the Stax AirLyté Mini Biker Shorts in pastel pink. A slim model wears the shorts with a close-up of the front, while a plus-size model displays the full matching set from the front, showing the flattering high-rise waist and sculpted fit across sizes.",,,,Yes,38,custom,
Stax,Female,AirLyte: Ruched Tank,Yes,stax_female_tank_top_ruched tank,Apparel,,NULL,Tank_Top,,,,,,,,,,,Ruched Tank,,,Tops,Tops,Adults,Both,Compression,"studio,athleisure",60,51,"A standout base layer that flatters every figure, the Stax AirLyté Ruched Tank in pastel pink brings sleek style to every size. Designed to contour and support, it features a ruched front, built-in shelf bra, and soft cross-back straps for a barely-there feel. As one of the most versatile pieces in the AirLyté collection, it layers seamlessly over your favorite shorts or tights, whether you're training, stretching, or styling a streetwear look. Featured here on both slim and plus-sized models to highlight its flawless fit for every body.",,images/brands/stax/women/airlyte/ruched_tank/,images/brands/stax/women/airlyte/ruched_tank/01.png;images/brands/stax/women/airlyte/ruched_tank/02.png;images/brands/stax/women/airlyte/ruched_tank/03.png;images/brands/stax/women/airlyte/ruched_tank/04.png;images/brands/stax/women/airlyte/ruched_tank/05.png;images/brands/stax/women/airlyte/ruched_tank/06.png;images/brands/stax/women/airlyte/ruched_tank/07.png;images/brands/stax/women/airlyte/ruched_tank/08.png;images/brands/stax/women/airlyte/ruched_tank/09.png;images/brands/stax/women/airlyte/ruched_tank/10.png;images/brands/stax/women/airlyte/ruched_tank/11.png;images/brands/stax/women/airlyte/ruched_tank/12.png,stax-airlyte-ruched-tank,stax_airlyte,"Two women wear the Stax AirLyté Ruched Tank in pastel pink—one slim, the other plus-sized—and matching pink biker shorts with white sneakers to demonstrate the tank’s flattering fit and versatility across body types.","Two women wear the Stax AirLyté Ruched Tank in pastel pink—one slim, the other plus-sized—and matching pink biker shorts with white sneakers to demonstrate the tank’s flattering fit and versatility across body types. Additional images show close-up views of the ruched front, supportive shelf bra, and soft crisscross straps, capturing the tank from multiple angles to showcase its detail and fit.",,,,Yes,39,custom,
Stax,Female,Nandex: Venus Skirt,Yes,stax_female_skirt_venus skirt; venus,,,,Skirt,,,,,,,,,,,Venus Skirt; Venus,,,Skirts and Dresses,Skirts and Dresses,Adults,Both,Regular Fit,tennis,70,59.5,"Serve looks on and off the court. The Stax Venus Skirt brings sleek athletic energy to your fit with a flared hem, side split, and buttery-soft stretch fabric built for movement. A rare find in the Stax range, this skirt is perfect for tennis or styled up as a versatile athleisure piece. The wide waistband offers a secure yet flattering fit, while the subtle split adds ease for dynamic play—or just showing off sneakers.",,images/brands/stax/women/nandex/venus_skirt/,images/brands/stax/women/nandex/venus_skirt/02.png;images/brands/stax/women/nandex/venus_skirt/03.png;images/brands/stax/women/nandex/venus_skirt/04.png;images/brands/stax/women/nandex/venus_skirt/05.png;images/brands/stax/women/nandex/venus_skirt/06.png;images/brands/stax/women/nandex/venus_skirt/07.png;images/brands/stax/women/nandex/venus_skirt/08.png,stax-nandex-venus-skirt,stax_nandex,"Multiple women wear the Stax Venus Skirt in black—an athletic-style skirt with a high waistband and side split, styled for movement and performance. Pairs shown include a fitted tennis tank, asymmetrical crop, and performance sneakers.","Multiple women wear the Stax Venus Skirt in black—an athletic-style skirt with a high waistband and side split, styled for movement and performance. Pairs shown include a fitted tennis tank, asymmetrical crop, and performance sneakers.",,,,Yes,40,custom,
Stax,Female,Nandex: Flex Crop,Yes,stax_female_crop_top_flex crop,,,,Crop_Top,,,,,,,,,,,Flex Crop,,,Tops,Tops,Adults,Both,Compression,"tennis,training",65,55.25,"Perfectly matched with the Venus Skirt, the Flex Crop is the most supportive of the three crop options in the Nandex range—making it your best choice for a game of tennis or any movement-intensive activity. With its bold asymmetrical cutout design and firm elastic band, the Flex Crop balances style and function in one statement piece. If you’re after a softer silhouette or require less support, the Strappy Crop and Adira Crop offer lightweight alternatives in the same Nandex fabric and coordinating color palette.",,images/brands/stax/women/nandex/flex_crop/,images/brands/stax/women/nandex/flex_crop/01.png;images/brands/stax/women/nandex/flex_crop/02.png;images/brands/stax/women/nandex/flex_crop/03.png;images/brands/stax/women/nandex/flex_crop/04.png,stax-nandex-flex-crop,stax_nandex,"Two women wear the Stax Nandex Flex Crop in black—one slim, the other plus-sized—styled with the black Venus Skirt and matching sneakers to highlight the crop’s asymmetrical cut and high-support design for tennis movement.","Two women wear the Stax Nandex Flex Crop in black—one slim, the other plus-sized—styled with the black Venus Skirt and sneakers to showcase the crop’s bold one-shoulder design and supportive fit, ideal for active play.",,,,Yes,41,custom,
Stax,Female,Nandex: Adira Crop,Yes,stax_female_crop_top_adira crop,,,,Crop_Top,,,,,,,,,,,Adira Crop,,,Tops,Tops,Adults,Both,Compression,"training,studio",65,55.25,"The Adira Crop balances elegant asymmetry with light-to-medium support, offering a stylish alternative for days when you want comfort with a bold twist. With its single-shoulder design and minimalist lines, it’s perfect for casual rallies or hitting the court at your own pace. Though not as structured as the Flex Crop, the Adira still delivers a secure fit for those with smaller busts or lower support needs. Crafted in breathable Nandex fabric, it moves smoothly with your body while making a statement on and off the court.",,images/brands/stax/women/nandex/adira_crop/,images/brands/stax/women/nandex/adira_crop/01.png;images/brands/stax/women/nandex/adira_crop/02.png;images/brands/stax/women/nandex/adira_crop/03.png;images/brands/stax/women/nandex/adira_crop/04.png,stax-nandex-adira-crop,stax_nandex,"Two women wear the Stax Nandex Adira Crop in black—one slim, one plus-sized—with matching high-waisted leggings to show the asymmetrical one-shoulder neckline and soft, form-fitting comfort across body types.","Two women wear the Stax Nandex Adira Crop in black—one slim, one plus-sized—paired with black tights to demonstrate the sleek one-shoulder style and flattering light-support fit for a range of body shapes.",,,,Yes,42,custom,
Stax,Female,Nandex: Strappy Crop,Yes,stax_female_long_sleeve_strappy crop,,,,Long_Sleeve,,,,,,,,,,,Strappy Crop,,,Tops,Tops,Adults,Both,Compression,studio,65,55.25,"Minimalist and effortlessly flattering, the Stax Nandex Strappy Crop is your go-to for low-impact days, warm-ups, or activewear chic. With slender spaghetti straps and a scooped neckline, it’s the most relaxed fit of the trio—ideal for light court activity or post-match comfort. While not designed for high-impact play, its stretchy Nandex material still provides a gentle hold and second-skin feel. Pair it with the Venus Skirt for a clean, feminine look that blends sport with style.",,images/brands/stax/women/nandex/strappy_crop/,images/brands/stax/women/nandex/strappy_crop/01.png;images/brands/stax/women/nandex/strappy_crop/02.png;images/brands/stax/women/nandex/strappy_crop/03.png;images/brands/stax/women/nandex/strappy_crop/04.png,stax-nandex-strappy-crop,stax_nandex,"Two women wear the Stax Nandex Strappy Crop in black—one slim, the other plus-sized—posing from front and back to reveal the minimal spaghetti strap design and racerback support across different body types.","Two women wear the Stax Nandex Strappy Crop in black—one slim, one plus-sized—shown from front and back angles to highlight the light support, low-coverage neckline, and racerback design.",,,,Yes,43,custom,
Stax,Female,Nandex: V-Front Crop,Yes,stax_female_crop_top_v,,,,Crop_Top,,,,,,,,,,,V,,,Tops,Tops,Adults,Both,Compression,studio,59.99,50.99,"A bold, sculpting statement for the gym or your next fitness shoot. The Stax V-Front Crop combines a plunging neckline with cross-front panelling that enhances your natural shape while maintaining support during movement. Designed with thick straps and a secure underband, it’s flattering, breathable, and crafted for those who want their activewear to turn heads as well as perform.",,images/brands/stax/women/nandex/v_front-crop/,images/brands/stax/women/nandex/v_front-crop/01.png;images/brands/stax/women/nandex/v_front-crop/02.png;images/brands/stax/women/nandex/v_front-crop/03.png;images/brands/stax/women/nandex/v_front-crop/04.png;images/brands/stax/women/nandex/v_front-crop/05.png;images/brands/stax/women/nandex/v_front-crop/06.png,stax-nandex-v-front-crop,stax_nandex,"Two women wear the Stax V-Front Crop in mauve pink—one slim, the other plus-sized—and matching V-waist bike shorts with white sneakers, showcasing the crop’s plunging neckline, sculpted support, and flattering fit across body types.","Two women model the Stax V-Front Crop in mauve pink—one slim, the other plus-sized—paired with matching V-waist bike shorts and white sneakers, highlighting the plunging neckline and supportive fit on both body types.",,,,Yes,44,custom,
Stax,Female,Second Left Seamless: Mini Biker Shorts,Yes,stax_female_shorts_left seamless: mini; biker,,,,Shorts,,,,,,,,,,,Left Seamless: Mini; Biker,,,Pants,Pants,Adults,Both,Compression,"training,studio",49.99,39.99,"The Secondleft Seamless range is engineered from a soft-touch stretch knit which moves with your body like a second skin. The Mini Biker Shorts offer sculpting support through the waistband while maintaining a lightweight feel for all-day wear. Whether you're lifting, lounging, or leaning into athleisure, these shorts deliver flexibility with subtle structure. Seen here in Sage and Chocolate, they’re styled three ways: with a vintage tennis racquet for a sporty vibe, as part of a minimalist set with the Bralette and Long Sleeve Scoop Crop, and layered under a puffer jacket for street-ready appeal.",,images/brands/stax/women/second_left_seamless_campaign/biker_shorts/,images/brands/stax/women/second_left_seamless_campaign/biker_shorts/01.png;images/brands/stax/women/second_left_seamless_campaign/biker_shorts/02.png;images/brands/stax/women/second_left_seamless_campaign/biker_shorts/03.png;images/brands/stax/women/second_left_seamless_campaign/biker_shorts/04.png;images/brands/stax/women/second_left_seamless_campaign/biker_shorts/05.png;images/brands/stax/women/second_left_seamless_campaign/biker_shorts/06.mp4,stax-second-left-seamless-mini-biker-shorts,stax_second_left_seamless,"Three women model the Secondleft Seamless Mini Biker Shorts in Sage and Chocolate—one slim with a tennis racquet, one plus-sized in coordinated pieces, and one styled in a puffer jacket—demonstrating the shorts’ versatility across body types and aesthetics.","Three women are shown wearing the Secondleft Seamless Mini Biker Shorts in both Sage and Chocolate. A slim model poses with a tennis racquet for a sporty look; a plus-sized model wears a minimalist matching set in Sage; and a third model in Chocolate pairs the shorts with a puffer jacket, highlighting the style’s flexibility across active, casual, and streetwear looks.",,,,Yes,45,custom,
Stax,Female,Second Left Seamless: Bralette,Yes,stax_female_sports_bra_left,,,,Sports_Bra,,,,,,,,,,,Left,,,Tops,Tops,Adults,Both,Compression,"training,studio",39.99,29.99,"Lightweight and barely-there, the Secondleft Seamless Bralette is your go-to for soft support and natural shaping. The minimalist design features a flattering V-neckline, adjustable spaghetti straps, and a ribbed underband that holds without digging. Designed to be worn solo or under layers, this bralette offers total comfort in motion or at rest—perfect for lounging, walking, or winding down. Styled in the Sage colourway, this bralette is paired here with matching seamless shorts on both slim and plus-sized models, showcasing its stretch fit and inclusive design from every angle.",,images/brands/stax/women/second_left_seamless_campaign/bralette/,images/brands/stax/women/second_left_seamless_campaign/bralette/01.png;images/brands/stax/women/second_left_seamless_campaign/bralette/02.png;images/brands/stax/women/second_left_seamless_campaign/bralette/03.png;images/brands/stax/women/second_left_seamless_campaign/bralette/04.png,stax-second-left-seamless-bralette,stax_second_left_seamless,"Two women wear the Secondleft Seamless Bralette in Sage—one slim and one plus-sized—shown from both front and rear angles to display the adjustable straps, ribbed band, and stretch fit across sizes.","Images showing two women wearing the Secondleft Seamless Bralette in Sage. One model is slim and the other plus-sized. Both front and rear views are included to demonstrate the design's support, adjustable fit, and inclusive stretch across body types.",,,,Yes,46,custom,
Stax,Female,Second Left Seamless: Long Sleeve Scoop Crop-Top,Yes,stax_female_long_sleeve_left seamless: long sleeve scoop,,,,Long_Sleeve,,,,,,,,,,,Left Seamless: Long Sleeve Scoop,,,Tops,Tops,Adults,Both,Slim Fit,"training,studio",69.99,59.49,"This long sleeve crop-top adds refined coverage with a scooped neckline and fitted silhouette. Made with soft-stretch fabric and thumbhole cuffs, it layers easily over the bralette or works as a sleek standalone. Its cropped cut highlights the waist while the second-skin knit ensures it hugs just right—whether you're heading to yoga or hitting the street in sneakers.",,images/brands/stax/women/second_left_seamless_campaign/scoop_long_sleeve/,images/brands/stax/women/second_left_seamless_campaign/scoop_long_sleeve/01.png;images/brands/stax/women/second_left_seamless_campaign/scoop_long_sleeve/02.png;images/brands/stax/women/second_left_seamless_campaign/scoop_long_sleeve/03.png;images/brands/stax/women/second_left_seamless_campaign/scoop_long_sleeve/04.png;images/brands/stax/women/second_left_seamless_campaign/scoop_long_sleeve/05.png;images/brands/stax/women/second_left_seamless_campaign/scoop_long_sleeve/06.mp4,stax-second-left-seamless-long-sleeve-scoop-crop-top,stax_second_left_seamless,"Two women—one slim, one plus-sized—wearing the Secondleft Seamless Long Sleeve Scoop Crop-Top in Sage. The top features a scoop neckline, long sleeves with thumbholes, and a cropped fit. Shown styled both layered over the bralette and as a standalone piece with matching seamless bottoms.","Two women—one slim, one plus-sized—wearing the Secondleft Seamless Long Sleeve Scoop Crop-Top in Sage. The top features a scoop neckline, long sleeves with thumbholes, and a cropped fit. Shown styled both layered over the bralette and as a standalone piece with matching seamless bottoms.",,,,Yes,47,custom,
Sting,Unisex,ArmaPlus Boxing Gloves,Yes,sting_unisex_boxing_gloves,,,,Boxing_Gloves,,,,,,,,,,,,,,Equipment,Equipment,Adults,Standard,Regular Fit,"boxing,training,combat",99.99,84.99,"Designed for durability, comfort, and impact absorption, the Sting ArmaPlus Boxing Gloves are ideal for training, sparring, and heavy bag work. Built with high-density foam padding and reinforced wrist support, they provide excellent shock absorption and stability while maintaining a comfortable fit. Trusted by gyms and athletes alike, ArmaPlus gloves balance protection with performance for consistent training sessions.",,images/brands/sting/armaplus/boxing_gloves/T3/,images/brands/sting/armaplus/boxing_gloves/T3/01.png,sting_armaplus_boxing_gloves,sting_armaplus,"Sting ArmaPlus Boxing Gloves in black, shown as a pair with reinforced wrist straps and padded knuckle area.","Sting ArmaPlus boxing gloves with high-density padding and secure wrist fastening, designed for training and sparring.",,,,No,48,course,
Under Armour,Male,Poly Tracksuit,Yes,under armour_male_set,,,,Set,,,,,,,,,,,,,,Set,Set,Adults,Standard,Regular Fit,"training,athleisure",119.99,99.99,"Push your off-duty look up a gear in this sleek Under Armour Poly Tracksuit. Designed with a slick finish and soft stretch, the set offers breathable movement whether you’re warming up or winding down. The zip-through top features a funnel neck and sporty sleeve stripes, while the tapered pants deliver a tailored fit with elastic cuffs for versatility. Finished with tonal Under Armour logos and deep pockets for everyday utility. Styled here in iron grey with black contrast detailing, the model pairs the tracksuit with a curved white cap and retro sneakers for a clean street-ready look.",,images/brands/underarmour/men/poly_tracksuit/,images/brands/underarmour/men/poly_tracksuit/01.png;images/brands/underarmour/men/poly_tracksuit/02.png;images/brands/underarmour/men/poly_tracksuit/03.png;images/brands/underarmour/men/poly_tracksuit/04.png;images/brands/underarmour/men/poly_tracksuit/05.png,under-armour-poly-tracksuit,core,"A male model in a grey Under Armour tracksuit with black side stripes, shown in seven poses including kneeling, standing, close-ups of the logo and pants, and a back view.","Images show a male model wearing the Under Armour Poly Tracksuit set in grey with black stripe detailing. The model appears in a kneeling pose, upright stance, several close-up views of the jacket and pants, a full front pose with hand raised, and a rear view showing the back of the tracksuit.",,,,Yes,49,custom,
Under Armour,Male,Storm Vanish Track Pants,Yes,under armour_male_track_pants_vanish,,,,Track_Pants,,,,,,,,,,,Vanish,,,Pants,Pants,Adults,Standard,Regular Fit,"running,outdoor",89.99,69.99,"UA Storm technology repels water without sacrificing breathability, while 4-way stretch fabric and articulated knees allow unrestricted movement. The tapered fit and ankle cuffs create a clean, modern silhouette that transitions seamlessly from gym to street. Styled here with a coral UA tee and white UA Phantom sneakers, these track pants are ready for whatever your day demands—rain or shine.",,images/brands/underarmour/men/ua_storm_vanish_track_pants/,images/brands/underarmour/men/ua_storm_vanish_track_pants/01.png;images/brands/underarmour/men/ua_storm_vanish_track_pants/02.png;images/brands/underarmour/men/ua_storm_vanish_track_pants/03.png;images/brands/underarmour/men/ua_storm_vanish_track_pants/04.png;images/brands/underarmour/men/ua_storm_vanish_track_pants/05.png,under-armour-storm-vanish-track-pants,core,"Male model wears Under Armour Storm Vanish Track Pants in black with a coral UA tee and white UA Phantom sneakers, shown in multiple poses to highlight the tapered fit, zip pockets, and Storm logo near the ankle cuff.","Male model wears Under Armour Storm Vanish Track Pants in black with a coral UA tee and white UA Phantom sneakers, shown in multiple poses to highlight the tapered fit, zip pockets, and Storm logo near the ankle cuff.",,,,Yes,50,custom,
Under Armour,Female,Wordmark: Strappy Sports Bra,Yes,under armour_female_sports_bra_strappy,,,,Sports_Bra,,,,,,,,,,,Strappy,,,Tops,Tops,Adults,Standard,Compression,"training,gym",55,46.75,"Made to move with you, the Under Armour Wordmark: Strappy Sports Bra delivers sleek support with a barely-there feel. Featuring soft, breathable fabric and branded elastic straps, it’s built for low-impact workouts like yoga, barre, and rest-day stretches. The minimalist silhouette includes mesh panel detailing and the iconic UA logo, offering style and confidence whether you're in the studio or layering it under your everyday looks.",,images/brands/underarmour/women/wordmark_strappy_sports_bra/,images/brands/underarmour/women/wordmark_strappy_sports_bra/01.png;images/brands/underarmour/women/wordmark_strappy_sports_bra/02.png;images/brands/underarmour/women/wordmark_strappy_sports_bra/03.png;images/brands/underarmour/women/wordmark_strappy_sports_bra/04.png;images/brands/underarmour/women/wordmark_strappy_sports_bra/05.png,under-armour-wordmark-strappy-sports-bra,under_armour_wordmark,"Woman wearing the Under Armour Wordmark Strappy Sports Bra in black, styled with black UA leggings and branded elastic straps, shown from multiple angles including front, side, and back views.","Under Armour Wordmark Strappy Sports Bra shown on model in black set with branded straps, mesh panel detail, and styled with coordinating UA leggings.",,,,Yes,51,custom,
Wilson,Male,Crewneck Sweatshirt,Yes,wilson_male_long_sleeve_sweatshirt,,,,Long_Sleeve,,,,,,,,,,,Sweatshirt,,,Tops,Tops,Adults,Standard,Regular Fit,"athleisure,tennis",79.99,67.99,"A stylish crewneck sweater with premium cotton-blend for softness and warmth. The athletic cut makes it ideal for warming up, layering courtside, or casual wear after a match. The gradient fade from blue to white adds a bold, modern twist to classic tennis style.",,images/brands/wilson/men/active_set/parkside_crew/,images/brands/wilson/men/active_set/parkside_crew/01.png;images/brands/wilson/men/active_set/parkside_crew/02.png;images/brands/wilson/men/active_set/parkside_crew/03.png;images/brands/wilson/men/active_set/parkside_crew/04.png,wilson-crewneck-sweatshirt,core,Male tennis player wearing Wilson crewneck sweatshirt in blue and white gradient.,"Image of a man in a Wilson crewneck sweatshirt, transitioning from deep blue at the top to white at the bottom.",,images/wilson/video/rf_collection_by_wilson-06_secs-youtube.mp4;images/wilson/unisex/rf_collection/pro_classic/01/youtube.mp4,,Yes,52,custom,
Wilson,Male,Tournament Shirt,Yes,wilson_male_t_shirt_shirt,,,,T_Shirt,,,,,,,,,,,Shirt,,,Tops,Tops,Adults,Standard,Regular Fit,tennis,70,59.5,"This performance tee features lightweight, breathable fabric with moisture-wicking tech to keep you cool under pressure. A subtle blue tone with a small red Wilson logo at the chest gives it a clean, athletic look—perfect for match day or everyday training.",,images/brands/wilson/men/active_set/tournament_shirt/,images/brands/wilson/men/active_set/tournament_shirt/01.png;images/brands/wilson/men/active_set/tournament_shirt/02.png;images/brands/wilson/men/active_set/tournament_shirt/03.png;images/brands/wilson/men/active_set/tournament_shirt/04.png;images/brands/wilson/men/active_set/tournament_shirt/05.png,wilson-tournament-shirt,wilson_tournament,Man wearing a blue Wilson performance tee with red Wilson logo at center chest.,"Image shows a man dressed in a Wilson short-sleeve tournament tee in blue, standing in a ready position with a tennis ball in hand.",,,,Yes,53,custom,
Wilson,Male,Tournament Shorts,Yes,wilson_male_shorts_shorts; tournament,,,,Shorts,,,,,,,,,,,Shorts; Tournament,,,Pants,Pants,Adults,Standard,Regular Fit,tennis,49.99,42.49,"These unlined, quick-dry performance shorts feature a soft ombré fade from gray-blue to white, matching the sweatshirt. Designed for tennis with side slits and pockets deep enough for tennis balls. A 7"" inseam gives just the right freedom of movement.",,images/brands/wilson/men/active_set/tournament_shorts/,images/brands/wilson/men/active_set/tournament_shorts/01.png;images/brands/wilson/men/active_set/tournament_shorts/02.png;images/brands/wilson/men/active_set/tournament_shorts/03.png;images/brands/wilson/men/active_set/tournament_shorts/04.png;images/brands/wilson/men/active_set/tournament_shorts/05.png,wilson-tournament-shorts,wilson_tournament,"Close-up of Wilson tennis shorts in gray-blue to white ombré, with drawstring waistband and side pockets.","Image displays men’s Wilson tennis shorts with a drawstring waistband and deep side pockets, shown in an ombré fade.",,,,Yes,54,custom,
