row_number,db_itemId,model_id,itemName,row_group,field,issue_type,readiness_category,remediation_priority,remediation_owner,remediation_pathway,suggested_admin_action,suggested_admin_ui_area,source_of_truth_note,can_fix_in_admin,frontend_ready,current_publication_recommendation,governance_note
81,,ryderwear_female_honeycomb_sports_bra_scoop_neck_cross_over_back_medium_support,"Honeycomb Seamless Sports Bra",likely_new,description,blank,admin-remediation-review,medium,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
81,,ryderwear_female_honeycomb_sports_bra_scoop_neck_cross_over_back_medium_support,"Honeycomb Seamless Sports Bra",likely_new,altText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
81,,ryderwear_female_honeycomb_sports_bra_scoop_neck_cross_over_back_medium_support,"Honeycomb Seamless Sports Bra",likely_new,ariaText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
82,,ryderwear_female_honeycomb_leggings_foldover_high_waisted_full_length_scrunch,"Honeycomb Seamless High-Waisted Scrunch Leggings",likely_new,description,blank,admin-remediation-review,medium,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
82,,ryderwear_female_honeycomb_leggings_foldover_high_waisted_full_length_scrunch,"Honeycomb Seamless High-Waisted Scrunch Leggings",likely_new,altText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
82,,ryderwear_female_honeycomb_leggings_foldover_high_waisted_full_length_scrunch,"Honeycomb Seamless High-Waisted Scrunch Leggings",likely_new,ariaText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
83,,ryderwear_female_honeycomb_shorts_foldover_high_waisted_scrunch,"Honeycomb Seamless High-Waisted Scrunch Shorts",likely_new,description,blank,admin-remediation-review,medium,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
83,,ryderwear_female_honeycomb_shorts_foldover_high_waisted_scrunch,"Honeycomb Seamless High-Waisted Scrunch Shorts",likely_new,altText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
83,,ryderwear_female_honeycomb_shorts_foldover_high_waisted_scrunch,"Honeycomb Seamless High-Waisted Scrunch Shorts",likely_new,ariaText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
84,,ryderwear_female_icon_sports_bra_v_neck_halter_centre_spine_low_support,"Icon V-Neck Sports Bra",likely_new,description,blank,admin-remediation-review,medium,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
84,,ryderwear_female_icon_sports_bra_v_neck_halter_centre_spine_low_support,"Icon V-Neck Sports Bra",likely_new,altText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
84,,ryderwear_female_icon_sports_bra_v_neck_halter_centre_spine_low_support,"Icon V-Neck Sports Bra",likely_new,ariaText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
85,,ryderwear_female_icon_sports_bra_elastic_underbust_band_scoop_neck_multi_cross_over_back_straps_medium_support,"Icon Scoop Neck Sports Bra",likely_new,description,blank,admin-remediation-review,medium,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
85,,ryderwear_female_icon_sports_bra_elastic_underbust_band_scoop_neck_multi_cross_over_back_straps_medium_support,"Icon Scoop Neck Sports Bra",likely_new,altText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
85,,ryderwear_female_icon_sports_bra_elastic_underbust_band_scoop_neck_multi_cross_over_back_straps_medium_support,"Icon Scoop Neck Sports Bra",likely_new,ariaText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
86,,ryderwear_female_icon_leggings_cross_over_high_waisted_full_length_scrunch,"Icon Cross-Over Scrunch Leggings",likely_new,description,blank,admin-remediation-review,medium,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
86,,ryderwear_female_icon_leggings_cross_over_high_waisted_full_length_scrunch,"Icon Cross-Over Scrunch Leggings",likely_new,altText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
86,,ryderwear_female_icon_leggings_cross_over_high_waisted_full_length_scrunch,"Icon Cross-Over Scrunch Leggings",likely_new,ariaText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
87,,ryderwear_female_icon_shorts_cross_over_high_waisted_scrunch,"Icon Cross-Over Scrunch Shorts",likely_new,description,blank,admin-remediation-review,medium,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
87,,ryderwear_female_icon_shorts_cross_over_high_waisted_scrunch,"Icon Cross-Over Scrunch Shorts",likely_new,altText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
87,,ryderwear_female_icon_shorts_cross_over_high_waisted_scrunch,"Icon Cross-Over Scrunch Shorts",likely_new,ariaText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
88,,ryderwear_female_ultra_tank_top_mesh,"Ultra Mesh Tank",likely_new,description,blank,admin-remediation-review,medium,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
88,,ryderwear_female_ultra_tank_top_mesh,"Ultra Mesh Tank",likely_new,altText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
88,,ryderwear_female_ultra_tank_top_mesh,"Ultra Mesh Tank",likely_new,ariaText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
89,,ryderwear_female_ultra_tank_top_scoop,"Ultra Scoop Tank",likely_new,description,blank,admin-remediation-review,medium,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
89,,ryderwear_female_ultra_tank_top_scoop,"Ultra Scoop Tank",likely_new,altText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
89,,ryderwear_female_ultra_tank_top_scoop,"Ultra Scoop Tank",likely_new,ariaText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
90,,ryderwear_female_ultra_t_shirt_scoop,"Ultra Scoop T-Shirt",likely_new,description,blank,admin-remediation-review,medium,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
90,,ryderwear_female_ultra_t_shirt_scoop,"Ultra Scoop T-Shirt",likely_new,altText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
90,,ryderwear_female_ultra_t_shirt_scoop,"Ultra Scoop T-Shirt",likely_new,ariaText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
91,,ryderwear_female_replay_sports_bra_cut-out,"Replay Cut-Out Sports Bra",likely_new,description,blank,admin-remediation-review,medium,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
91,,ryderwear_female_replay_sports_bra_cut-out,"Replay Cut-Out Sports Bra",likely_new,altText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
91,,ryderwear_female_replay_sports_bra_cut-out,"Replay Cut-Out Sports Bra",likely_new,ariaText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
92,,ryderwear_female_replay_leggings_high-waisted,"Replay High-Waisted Leggings",likely_new,description,blank,admin-remediation-review,medium,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
92,,ryderwear_female_replay_leggings_high-waisted,"Replay High-Waisted Leggings",likely_new,altText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
92,,ryderwear_female_replay_leggings_high-waisted,"Replay High-Waisted Leggings",likely_new,ariaText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
93,,ryderwear_female_momentum_sports_bra_twist,"Momentum Twist Sports Bra",likely_new,description,blank,admin-remediation-review,medium,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
93,,ryderwear_female_momentum_sports_bra_twist,"Momentum Twist Sports Bra",likely_new,altText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
93,,ryderwear_female_momentum_sports_bra_twist,"Momentum Twist Sports Bra",likely_new,ariaText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
94,,ryderwear_female_persist_shorts_training,"Persist Training Shorts",likely_new,description,blank,admin-remediation-review,medium,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
94,,ryderwear_female_persist_shorts_training,"Persist Training Shorts",likely_new,altText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
94,,ryderwear_female_persist_shorts_training,"Persist Training Shorts",likely_new,ariaText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
95,,"ryderwear_female_logo lux_sports_bra_seamless","Logo Lux Seamless Sports Bra",likely_new,description,blank,admin-remediation-review,medium,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
95,,"ryderwear_female_logo lux_sports_bra_seamless","Logo Lux Seamless Sports Bra",likely_new,altText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
95,,"ryderwear_female_logo lux_sports_bra_seamless","Logo Lux Seamless Sports Bra",likely_new,ariaText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
96,,ryderwear_female_staples_shorts_seamless,"Staples Seamless Shorts",likely_new,description,blank,admin-remediation-review,medium,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
96,,ryderwear_female_staples_shorts_seamless,"Staples Seamless Shorts",likely_new,altText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
96,,ryderwear_female_staples_shorts_seamless,"Staples Seamless Shorts",likely_new,ariaText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
97,,ryderwear_female_activate_sports_bra_twist,"Activate Sports Bra",likely_new,description,blank,admin-remediation-review,medium,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
97,,ryderwear_female_activate_sports_bra_twist,"Activate Sports Bra",likely_new,altText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
97,,ryderwear_female_activate_sports_bra_twist,"Activate Sports Bra",likely_new,ariaText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
98,,"ryderwear_female_terry towelling_sports_bra_cropped","Terry Towelling Cropped Sports Bra",likely_new,description,blank,admin-remediation-review,medium,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
98,,"ryderwear_female_terry towelling_sports_bra_cropped","Terry Towelling Cropped Sports Bra",likely_new,altText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
98,,"ryderwear_female_terry towelling_sports_bra_cropped","Terry Towelling Cropped Sports Bra",likely_new,ariaText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
99,,ryderwear_female_slouchy_off_shoulder_top,"Slouchy Off Shoulder Top",likely_new,description,blank,admin-remediation-review,medium,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
99,,ryderwear_female_slouchy_off_shoulder_top,"Slouchy Off Shoulder Top",likely_new,altText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
99,,ryderwear_female_slouchy_off_shoulder_top,"Slouchy Off Shoulder Top",likely_new,ariaText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
100,,ryderwear_unisex_gym_bag_accessories,"Gym Bag",likely_new,description,blank,admin-remediation-review,medium,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
100,,ryderwear_unisex_gym_bag_accessories,"Gym Bag",likely_new,altText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
100,,ryderwear_unisex_gym_bag_accessories,"Gym Bag",likely_new,ariaText,blank,admin-remediation-review,high,admin-content-accessibility,admin-review-governance-aware,"Review and populate field in admin workflow after governance approval.","item content/editor","CSV remains source-of-truth unless future policy changes are approved.",governance-review-required,no,hold-publication-until-blockers-remediated,"Queue is for planning/review only; does not imply admin editing is currently authorized."
all,,,,governance,parentCategory,policy-decision,deferred-governance-review,medium,data-governance,governance-clarification,"Review taxonomy policy before allowing admin-side remediation for parentCategory.",taxonomy/governance,"Do not force direct admin fix unless governance policy permits.",no-policy-pending,review,governance-review,"Deferred governance field; planning queue entry only."
